State_Name,Season,N,P,K,pH,Crop,Crop Yield (kg per hectare)
Maharashtra,Kharif,79,40,65,6.63,Cotton(lint),4315.884311
Maharashtra,Kharif,122,52,33,7.36,Cotton(lint),4887.402329
Maharashtra,Whole Year,104,86,50,6.82,Cotton(lint),3772.499615
Maharashtra,Kharif,114,93,54,6.93,Cotton(lint),4297.363264
Maharashtra,Kharif,120,53,130,6.3,Cotton(lint),3864.502136
Maharashtra,Kharif,63,61,27,7.19,Cotton(lint),5012.243784
Maharashtra,Kharif,133,67,81,7.28,Cotton(lint),5212.879791
Maharashtra,Whole Year,13,76,30,7.25,Cotton(lint),897.0865497
Maharashtra,Kharif,57,19,48,6.36,Cotton(lint),2974.304928
Maharashtra,Whole Year,104,86,50,6.68,Cotton(lint),3772.499615
Maharashtra,Kharif,93,45,55,6.96,Cotton(lint),1520.720299
Maharashtra,Kharif,111,40,108,5.92,Cotton(lint),3988.995028
Maharashtra,Kharif,120,53,130,5.86,Cotton(lint),3864.502136
Maharashtra,Kharif,72,86,124,6.72,Cotton(lint),5578.951963
Maharashtra,Kharif,45,86,80,5.74,Cotton(lint),4671.899548
Maharashtra,Kharif,44,86,111,5.79,Cotton(lint),3783.886495
Maharashtra,Kharif,111,40,108,5.7,Cotton(lint),3988.995028
Maharashtra,Kharif,120,53,130,6.46,Cotton(lint),3864.502136
Maharashtra,Kharif,122,52,33,6.58,Cotton(lint),4887.402329
Maharashtra,Kharif,122,52,33,6.58,Cotton(lint),4887.402329
Maharashtra,Kharif,63,61,27,7,Cotton(lint),5012.243784
Maharashtra,Kharif,111,40,108,6.3,Cotton(lint),3988.995028
Maharashtra,Kharif,63,61,27,5.5,Cotton(lint),5012.243784
Maharashtra,Kharif,111,40,108,5.73,Cotton(lint),3988.995028
Maharashtra,Kharif,106,86,18,6.67,Cotton(lint),4298.324481
Maharashtra,Kharif,124,92,113,7.38,Cotton(lint),1048.428294
Maharashtra,Kharif,118,92,111,7.13,Cotton(lint),2156.621162
Maharashtra,Kharif,60,68,47,5.95,Cotton(lint),1158.01833
Maharashtra,Kharif,72,86,124,5.72,Cotton(lint),5578.951963
Maharashtra,Kharif,34,74,44,6.14,Cotton(lint),4723.616033
Maharashtra,Kharif,118,92,111,6.39,Cotton(lint),2156.621162
Maharashtra,Kharif,13,72,66,7.24,Cotton(lint),1918.222511
Maharashtra,Kharif,104,84,110,6.59,Cotton(lint),5827.390119
Maharashtra,Whole Year,28,63,70,6.23,Cotton(lint),4346.535048
Maharashtra,Kharif,120,53,130,6.6,Cotton(lint),3864.502136
Maharashtra,Kharif,57,19,48,7.26,Cotton(lint),2974.304928
Maharashtra,Kharif,111,40,108,6.87,Cotton(lint),3988.995028
Maharashtra,Kharif,11,23,139,7.31,Cotton(lint),4378.988971
Maharashtra,Kharif,60,68,47,5.62,Cotton(lint),1158.01833
Maharashtra,Kharif,72,86,124,6.57,Cotton(lint),5578.951963
Maharashtra,Kharif,124,92,113,7.34,Cotton(lint),1048.428294
Maharashtra,Kharif,106,86,18,7.08,Cotton(lint),4298.324481
Maharashtra,Kharif,72,86,124,6.6,Cotton(lint),5578.951963
Maharashtra,Kharif,44,86,111,5.95,Cotton(lint),3783.886495
Maharashtra,Kharif,106,86,18,6.64,Cotton(lint),4298.324481
Maharashtra,Kharif,135,68,76,7.26,Cotton(lint),867.4755888
Maharashtra,Kharif,63,61,27,7,Cotton(lint),5012.243784
Maharashtra,Kharif,133,67,81,6.88,Cotton(lint),5212.879791
Maharashtra,Kharif,106,86,18,6.55,Cotton(lint),4298.324481
Maharashtra,Kharif,44,86,111,6.82,Cotton(lint),3783.886495
Maharashtra,Kharif,72,86,124,6.14,Cotton(lint),5578.951963
Maharashtra,Kharif,124,92,113,6.53,Cotton(lint),1048.428294
Maharashtra,Kharif,93,45,55,7.1,Cotton(lint),1520.720299
Maharashtra,Kharif,122,52,33,5.97,Cotton(lint),4887.402329
Maharashtra,Kharif,47,51,14,5.61,Cotton(lint),4769.733527
Maharashtra,Kharif,104,84,110,6.43,Cotton(lint),5827.390119
Maharashtra,Kharif,106,86,18,5.66,Cotton(lint),4298.324481
Maharashtra,Kharif,108,23,25,7.32,Cotton(lint),4568.640671
Maharashtra,Whole Year,13,76,30,7.35,Cotton(lint),897.0865497
Maharashtra,Kharif,36,99,114,7.48,Cotton(lint),4306.273808
Maharashtra,Kharif,135,68,76,7.43,Cotton(lint),867.4755888
Maharashtra,Kharif,58,91,41,6.23,Cotton(lint),4220.517763
Maharashtra,Kharif,47,51,14,7.37,Cotton(lint),4769.733527
Maharashtra,Kharif,34,74,44,6.43,Cotton(lint),4723.616033
Maharashtra,Kharif,57,19,48,6.87,Cotton(lint),2974.304928
Maharashtra,Whole Year,104,86,50,5.64,Cotton(lint),3772.499615
Maharashtra,Kharif,72,86,124,6.1,Cotton(lint),5578.951963
Maharashtra,Kharif,104,84,110,6.03,Cotton(lint),5827.390119
Maharashtra,Kharif,23,24,29,6.31,Cotton(lint),2916.748152
Maharashtra,Kharif,23,24,29,6.52,Cotton(lint),2916.748152
Maharashtra,Kharif,23,24,29,6.46,Cotton(lint),2916.748152
Maharashtra,Kharif,60,68,47,6.45,Cotton(lint),1158.01833
Maharashtra,Kharif,23,24,29,6.61,Cotton(lint),2916.748152
Maharashtra,Kharif,58,91,41,6.84,Cotton(lint),4220.517763
Maharashtra,Kharif,13,72,66,5.84,Cotton(lint),1918.222511
Maharashtra,Kharif,104,84,110,7.04,Cotton(lint),5827.390119
Maharashtra,Kharif,118,92,111,7.3,Cotton(lint),2156.621162
Maharashtra,Kharif,106,86,18,6.19,Cotton(lint),4298.324481
Maharashtra,Whole Year,28,63,70,7.47,Cotton(lint),4346.535048
Maharashtra,Kharif,47,51,14,7.32,Cotton(lint),4769.733527
Maharashtra,Kharif,44,86,111,5.95,Cotton(lint),3783.886495
Maharashtra,Kharif,122,52,33,6.18,Cotton(lint),4887.402329
Maharashtra,Kharif,93,45,55,6.54,Cotton(lint),1520.720299
Maharashtra,Kharif,44,86,111,5.71,Cotton(lint),3783.886495
Maharashtra,Kharif,11,23,139,7.25,Cotton(lint),4378.988971
Maharashtra,Kharif,13,72,66,7.35,Cotton(lint),1918.222511
Maharashtra,Kharif,118,92,111,7.39,Cotton(lint),2156.621162
Maharashtra,Kharif,111,40,108,6.38,Cotton(lint),3988.995028
Maharashtra,Kharif,34,74,44,6.54,Cotton(lint),4723.616033
Maharashtra,Kharif,79,40,65,7.36,Cotton(lint),4315.884311
Maharashtra,Rabi,25,41,69,7.02,Gram,883.2522393
Maharashtra,Rabi,48,12,46,6.99,Gram,4759.854828
Maharashtra,Rabi,46,94,63,6.77,Gram,4303.51045
Maharashtra,Rabi,7,77,130,7.05,Gram,5375.52908
Maharashtra,Rabi,79,88,102,7.16,Gram,2302.373447
Maharashtra,Rabi,123,24,5,6.99,Gram,1034.675478
Maharashtra,Rabi,79,88,102,6.81,Gram,2302.373447
Maharashtra,Rabi,116,13,85,6.17,Gram,4805.830454
Maharashtra,Rabi,1,85,137,5.96,Gram,1116.249461
Maharashtra,Rabi,116,13,85,6.89,Gram,4805.830454
Maharashtra,Rabi,85,21,18,6.43,Gram,5525.489842
Maharashtra,Rabi,108,49,57,5.94,Gram,5418.4935
Maharashtra,Rabi,116,13,85,5.62,Gram,4805.830454
Maharashtra,Rabi,123,24,5,7.35,Gram,1034.675478
Maharashtra,Rabi,37,39,37,5.79,Gram,842.1366346
Maharashtra,Rabi,116,13,85,6.51,Gram,4805.830454
Maharashtra,Rabi,76,79,47,7.49,Gram,1927.408195
Maharashtra,Rabi,35,63,136,6.18,Gram,5754.002547
Maharashtra,Rabi,76,79,47,6.08,Gram,1927.408195
Maharashtra,Rabi,98,49,80,6.14,Gram,2709.608141
Maharashtra,Rabi,35,63,136,7.28,Gram,5754.002547
Maharashtra,Kharif,132,22,24,6.78,Gram,909.7753269
Maharashtra,Rabi,76,51,130,6.27,Gram,1471.193078
Maharashtra,Rabi,76,79,47,5.92,Gram,1927.408195
Maharashtra,Rabi,90,97,15,5.94,Gram,5862.909115
Maharashtra,Rabi,119,8,50,5.94,Gram,2741.015046
Maharashtra,Rabi,79,88,102,6.97,Gram,2302.373447
Maharashtra,Rabi,79,88,102,6.63,Gram,2302.373447
Maharashtra,Rabi,35,63,136,6.9,Gram,5754.002547
Maharashtra,Rabi,1,85,137,6.7,Gram,1116.249461
Maharashtra,Rabi,19,47,31,6.98,Gram,4747.358549
Maharashtra,Rabi,100,62,80,6.7,Gram,1005.0304
Maharashtra,Kharif,2,19,19,6.74,Gram,4331.022661
Maharashtra,Kharif,132,22,24,5.64,Gram,909.7753269
Maharashtra,Rabi,35,63,136,6.34,Gram,5754.002547
Maharashtra,Rabi,25,41,69,6.61,Gram,883.2522393
Maharashtra,Kharif,54,26,112,6.77,Gram,2378.761441
Maharashtra,Rabi,42,85,40,7.18,Gram,2857.937339
Maharashtra,Rabi,90,97,15,6.57,Gram,5862.909115
Maharashtra,Rabi,71,68,129,6.97,Gram,4464.223625
Maharashtra,Rabi,42,5,75,6.64,Gram,5796.237884
Maharashtra,Rabi,123,24,5,6.41,Gram,1034.675478
Maharashtra,Rabi,90,97,15,5.76,Gram,5862.909115
Maharashtra,Kharif,132,22,24,7.42,Gram,909.7753269
Maharashtra,Rabi,19,47,31,7.04,Gram,4747.358549
Maharashtra,Rabi,108,49,57,5.51,Gram,5418.4935
Maharashtra,Rabi,113,94,24,5.99,Gram,5763.671731
Maharashtra,Rabi,42,85,40,6.55,Gram,2857.937339
Maharashtra,Kharif,54,26,112,7.23,Gram,2378.761441
Maharashtra,Rabi,113,94,24,6.97,Gram,5763.671731
Maharashtra,Rabi,90,97,15,7.25,Gram,5862.909115
Maharashtra,Rabi,25,41,69,5.84,Gram,883.2522393
Maharashtra,Rabi,7,77,130,5.69,Gram,5375.52908
Maharashtra,Rabi,66,90,104,6.64,Gram,5536.596514
Maharashtra,Rabi,1,85,137,5.8,Gram,1116.249461
Maharashtra,Rabi,76,51,130,5.84,Gram,1471.193078
Maharashtra,Rabi,35,63,136,6.75,Gram,5754.002547
Maharashtra,Kharif,54,26,112,5.57,Gram,2378.761441
Maharashtra,Kharif,54,26,112,7.47,Gram,2378.761441
Maharashtra,Rabi,41,17,58,6.8,Gram,827.0401268
Maharashtra,Rabi,91,86,32,7.24,Gram,3370.174063
Maharashtra,Rabi,42,5,75,6.94,Gram,5796.237884
Maharashtra,Rabi,25,41,69,6.56,Gram,883.2522393
Maharashtra,Rabi,100,62,80,6.71,Gram,1005.0304
Maharashtra,Rabi,79,88,102,7.35,Gram,2302.373447
Maharashtra,Rabi,7,77,130,7.44,Gram,5375.52908
Maharashtra,Kharif,132,22,24,5.61,Gram,909.7753269
Maharashtra,Rabi,79,88,102,5.81,Gram,2302.373447
Maharashtra,Rabi,71,68,129,5.53,Gram,4464.223625
Maharashtra,Rabi,1,85,137,6.62,Gram,1116.249461
Maharashtra,Rabi,35,63,136,6.81,Gram,5754.002547
Maharashtra,Rabi,76,51,130,6.8,Gram,1471.193078
Maharashtra,Kharif,132,22,24,7.18,Gram,909.7753269
Maharashtra,Rabi,107,68,78,6.12,Gram,2344.213305
Maharashtra,Kharif,132,22,24,6.9,Gram,909.7753269
Maharashtra,Rabi,119,8,50,7.5,Gram,2741.015046
Maharashtra,Rabi,25,41,69,5.7,Gram,883.2522393
Maharashtra,Rabi,7,77,130,7.24,Gram,5375.52908
Maharashtra,Rabi,57,17,66,6.74,Gram,2051.975588
Maharashtra,Rabi,76,51,130,6.64,Gram,1471.193078
Maharashtra,Rabi,42,5,75,5.64,Gram,5796.237884
Maharashtra,Whole Year,49,99,143,6.59,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.38,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.02,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.98,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.84,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.34,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.72,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.01,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.18,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.53,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.24,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.16,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.69,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.71,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.64,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.59,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.73,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.74,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.63,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.8,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.33,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.91,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.64,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.14,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.7,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.9,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.54,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.45,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.93,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.89,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.85,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.37,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.94,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.27,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.97,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.14,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.94,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.39,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.16,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.66,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.79,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.26,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.27,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.16,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.87,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.33,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.82,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.18,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.55,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.33,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.21,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.54,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.52,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.73,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.72,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.72,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.37,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.83,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.81,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.52,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.1,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.57,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.97,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.72,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.92,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.18,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.6,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.05,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.47,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.39,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.78,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.61,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.89,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.83,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.07,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.6,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.16,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.48,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.58,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.14,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.52,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.16,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.19,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.45,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.68,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.22,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.91,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.19,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.52,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.7,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.46,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.92,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.13,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.57,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.94,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.67,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.98,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.97,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.15,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.55,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.59,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.09,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.4,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.86,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.14,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.65,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.34,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.87,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.41,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,5.74,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.1,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.47,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,6.39,Grapes,5186.422933
Maharashtra,Whole Year,49,99,143,7.28,Grapes,5186.422933
Maharashtra,Kharif,33,48,53,6.88,Groundnut,2981.199596
Maharashtra,Summer,85,31,114,6.26,Groundnut,1302.988105
Maharashtra,Kharif,11,36,50,7.08,Groundnut,5906.152848
Maharashtra,Summer,53,76,140,7.03,Groundnut,3320.991126
Maharashtra,Kharif,117,85,49,6.09,Groundnut,3368.884898
Maharashtra,Kharif,9,39,99,6.07,Groundnut,4178.498865
Maharashtra,Kharif,70,43,118,6.45,Groundnut,1676.390252
Maharashtra,Summer,130,7,120,6.99,Groundnut,1587.94142
Maharashtra,Kharif,9,39,99,6.36,Groundnut,4178.498865
Maharashtra,Summer,21,17,30,5.92,Groundnut,3917.592545
Maharashtra,Kharif,9,39,99,7.31,Groundnut,4178.498865
Maharashtra,Summer,49,89,92,7.2,Groundnut,3446.294584
Maharashtra,Kharif,138,45,145,7.42,Groundnut,1358.095436
Maharashtra,Summer,49,89,92,7.24,Groundnut,3446.294584
Maharashtra,Summer,33,26,21,6.99,Groundnut,3809.596422
Maharashtra,Summer,4,51,99,6.75,Groundnut,2974.134038
Maharashtra,Summer,5,66,26,5.92,Groundnut,4272.947444
Maharashtra,Summer,60,26,146,5.86,Groundnut,3760.479729
Maharashtra,Summer,49,89,92,5.76,Groundnut,3446.294584
Maharashtra,Summer,138,57,125,6.14,Groundnut,4656.419659
Maharashtra,Summer,96,26,114,6.01,Groundnut,2027.117698
Maharashtra,Summer,134,90,94,6.04,Groundnut,3149.696417
Maharashtra,Summer,4,51,99,6.41,Groundnut,2974.134038
Maharashtra,Summer,134,90,94,6.41,Groundnut,3149.696417
Maharashtra,Kharif,11,14,93,6.52,Groundnut,3583.579907
Maharashtra,Summer,48,7,115,5.97,Groundnut,4444.18951
Maharashtra,Kharif,67,30,137,6.57,Groundnut,2476.983942
Maharashtra,Summer,60,26,146,6.7,Groundnut,3760.479729
Maharashtra,Kharif,33,48,53,6.17,Groundnut,2981.199596
Maharashtra,Summer,47,66,55,5.51,Groundnut,2026.669032
Maharashtra,Kharif,116,90,76,6.57,Groundnut,2184.145769
Maharashtra,Kharif,97,33,46,6.91,Groundnut,5978.050067
Maharashtra,Summer,32,58,22,6.65,Groundnut,3580.042999
Maharashtra,Summer,138,57,125,6.55,Groundnut,4656.419659
Maharashtra,Summer,60,26,146,6.76,Groundnut,3760.479729
Maharashtra,Kharif,70,43,118,7.07,Groundnut,1676.390252
Maharashtra,Summer,134,90,94,7.03,Groundnut,3149.696417
Maharashtra,Summer,59,78,82,7.2,Groundnut,1733.79956
Maharashtra,Summer,58,30,19,6.39,Groundnut,3885.215732
Maharashtra,Summer,5,66,26,6.33,Groundnut,4272.947444
Maharashtra,Kharif,33,48,53,6.77,Groundnut,2981.199596
Maharashtra,Kharif,117,85,49,5.65,Groundnut,3368.884898
Maharashtra,Summer,4,51,99,7.4,Groundnut,2974.134038
Maharashtra,Summer,113,75,144,5.99,Groundnut,1997.241835
Maharashtra,Summer,59,78,82,6.77,Groundnut,1733.79956
Maharashtra,Kharif,81,58,117,7.12,Groundnut,3267.501346
Maharashtra,Kharif,33,48,53,5.71,Groundnut,2981.199596
Maharashtra,Summer,48,7,115,5.94,Groundnut,4444.18951
Maharashtra,Kharif,117,85,49,6.7,Groundnut,3368.884898
Maharashtra,Summer,53,76,140,6.79,Groundnut,3320.991126
Maharashtra,Summer,60,26,146,6.58,Groundnut,3760.479729
Maharashtra,Summer,98,57,147,6.2,Groundnut,4021.362906
Maharashtra,Kharif,11,14,93,7.46,Groundnut,3583.579907
Maharashtra,Summer,4,51,99,5.72,Groundnut,2974.134038
Maharashtra,Kharif,138,45,145,7.18,Groundnut,1358.095436
Maharashtra,Kharif,33,48,53,7.27,Groundnut,2981.199596
Maharashtra,Summer,47,66,55,6.44,Groundnut,2026.669032
Maharashtra,Kharif,11,36,50,7.27,Groundnut,5906.152848
Maharashtra,Kharif,35,62,56,5.55,Groundnut,4072.486455
Maharashtra,Summer,115,87,50,7.39,Groundnut,936.646778
Maharashtra,Kharif,53,94,145,6.7,Groundnut,2985.752642
Maharashtra,Kharif,117,85,49,6.13,Groundnut,3368.884898
Maharashtra,Kharif,97,69,73,6.04,Groundnut,906.2633933
Maharashtra,Summer,5,66,26,5.95,Groundnut,4272.947444
Maharashtra,Summer,63,86,105,7.16,Groundnut,845.8246575
Maharashtra,Summer,98,57,147,5.7,Groundnut,4021.362906
Maharashtra,Summer,69,87,117,7,Groundnut,3673.445539
Maharashtra,Summer,4,51,99,5.94,Groundnut,2974.134038
Maharashtra,Summer,69,87,117,6.14,Groundnut,3673.445539
Maharashtra,Kharif,53,94,145,6.27,Groundnut,2985.752642
Maharashtra,Kharif,124,68,99,5.58,Groundnut,5376.555358
Maharashtra,Kharif,33,48,53,5.78,Groundnut,2981.199596
Maharashtra,Summer,103,50,14,7.44,Groundnut,2269.030669
Maharashtra,Kharif,9,39,99,6.64,Groundnut,4178.498865
Maharashtra,Summer,4,51,99,5.99,Groundnut,2974.134038
Maharashtra,Summer,124,43,112,7.21,Groundnut,5172.835076
Maharashtra,Summer,21,17,30,6.78,Groundnut,3917.592545
Maharashtra,Summer,98,57,147,6.76,Groundnut,4021.362906
Maharashtra,Summer,59,78,82,6.18,Groundnut,1733.79956
Maharashtra,Summer,49,89,92,5.5,Groundnut,3446.294584
Maharashtra,Kharif,138,45,145,6.55,Groundnut,1358.095436
Maharashtra,Kharif,108,73,139,5.86,Groundnut,5896.429722
Maharashtra,Summer,63,86,105,7.01,Groundnut,845.8246575
Maharashtra,Summer,98,57,147,5.64,Groundnut,4021.362906
Maharashtra,Summer,49,89,92,5.92,Groundnut,3446.294584
Maharashtra,Kharif,9,39,99,7.44,Groundnut,4178.498865
Maharashtra,Summer,134,90,94,6.73,Groundnut,3149.696417
Maharashtra,Summer,124,43,112,7.14,Groundnut,5172.835076
Maharashtra,Summer,103,50,14,6.13,Groundnut,2269.030669
Maharashtra,Kharif,108,73,139,7.07,Groundnut,5896.429722
Maharashtra,Summer,134,90,94,6.07,Groundnut,3149.696417
Maharashtra,Kharif,70,43,118,5.68,Groundnut,1676.390252
Maharashtra,Summer,85,31,114,6.31,Groundnut,1302.988105
Maharashtra,Summer,54,73,12,6.39,Groundnut,2678.429025
Maharashtra,Kharif,97,33,46,7.09,Groundnut,5978.050067
Maharashtra,Kharif,53,94,145,7.24,Groundnut,2985.752642
Maharashtra,Summer,98,57,147,7,Groundnut,4021.362906
Maharashtra,Kharif,97,33,46,5.81,Groundnut,5978.050067
Maharashtra,Kharif,27,95,100,7.2,Jowar,3767.414765
Maharashtra,Kharif,58,99,145,7.31,Jowar,2779.11092
Maharashtra,Rabi,83,37,103,5.5,Jowar,3626.495949
Maharashtra,Kharif,105,49,53,5.78,Jowar,1266.278116
Maharashtra,Kharif,33,70,48,5.91,Jowar,4633.66517
Maharashtra,Kharif,35,94,77,7.01,Jowar,1011.541553
Maharashtra,Rabi,38,92,100,6.77,Jowar,4743.908781
Maharashtra,Kharif,109,24,112,5.6,Jowar,2391.812154
Maharashtra,Rabi,120,82,143,7.19,Jowar,5683.73518
Maharashtra,Rabi,99,38,38,6.18,Jowar,3134.450772
Maharashtra,Kharif,88,12,5,7.36,Jowar,2609.144569
Maharashtra,Kharif,38,74,149,6.13,Jowar,5251.990903
Maharashtra,Kharif,51,49,20,6.93,Jowar,5681.687309
Maharashtra,Kharif,88,12,5,5.73,Jowar,2609.144569
Maharashtra,Rabi,32,13,6,6.43,Jowar,2623.041086
Maharashtra,Rabi,100,99,91,6.09,Jowar,904.0258345
Maharashtra,Kharif,92,37,116,6.94,Jowar,1909.088635
Maharashtra,Rabi,11,29,149,6.63,Jowar,4353.387388
Maharashtra,Kharif,126,99,37,5.8,Jowar,3228.617794
Maharashtra,Rabi,120,82,143,5.53,Jowar,5683.73518
Maharashtra,Kharif,137,85,45,5.68,Jowar,4974.692955
Maharashtra,Rabi,100,99,91,5.71,Jowar,904.0258345
Maharashtra,Kharif,23,33,132,6.66,Jowar,5432.018948
Maharashtra,Rabi,81,47,102,6.72,Jowar,1316.074441
Maharashtra,Rabi,100,99,91,6.82,Jowar,904.0258345
Maharashtra,Kharif,38,74,149,6.69,Jowar,5251.990903
Maharashtra,Rabi,69,12,33,6.5,Jowar,2052.698714
Maharashtra,Rabi,100,99,91,5.86,Jowar,904.0258345
Maharashtra,Kharif,13,23,125,5.72,Jowar,1001.935884
